LAT	LNG	towerlat	towerlon	NAME	CAPACITY	LANGUAGES
42.506405	1.5324123	42.50777	1.5325	Voronoi	100	"CA,ES,FR"
42.507046	1.5339693	42.50777	1.5325	Voronoi	100	"CA,ES,FR,EN"
42.50799	1.5316286	42.50777	1.5325	Voronoi	100	"CA,ES,FR"
42.5085	1.5316563	42.50777	1.5325	Voronoi	100	"CA,ES,FR,EN"
42.507607	1.5327564	42.50777	1.5325	Voronoi	100	"CA,ES,FR,EN"
42.507607	1.5327562	42.50777	1.5325	Voronoi	100	"CA,ES,FR,EN"
42.506218	1.5323663	42.50777	1.5325	Voronoi	100	"CA,ES,FR,EN"
42.508274	1.5311543	42.50777	1.5325	Voronoi	100	"CA,ES,FR,EN"
42.509193	1.5334972	42.50777	1.5325	Voronoi	100	"CA,ES,FR,EN"
42.50725	1.5291964	42.50777	1.5325	Voronoi	100	"CA,ES,FR,EN"
42.507336	1.5312483	42.50777	1.5325	Voronoi	100	"CA,ES,FR,EN"
42.507088	1.5343274	42.50777	1.5325	Voronoi	100	"CA,ES,FR,EN"
42.507378	1.5302124	42.50777	1.5325	Voronoi	100	"CA,ES,FR,EN"
42.50686	1.5342152	42.50777	1.5325	Voronoi	100	"CA,ES,FR,EN"
42.507088	1.5298753	42.50777	1.5325	Voronoi	100	"CA,ES,FR"
42.50687	1.5335582	42.50777	1.5325	Voronoi	100	"CA,ES,FR,EN"
42.50855	1.5298382	42.50777	1.5325	Voronoi	100	"CA,ES,EN"
42.50638	1.5342041	42.50777	1.5325	Voronoi	100	"CA,ES,FR,EN"
42.508347	1.5315654	42.50777	1.5325	Voronoi	100	"CA,ES,FR,EN"
42.50613	1.5328841	42.50777	1.5325	Voronoi	100	"CA,ES,FR,EN"
42.505993	1.5330753	42.50777	1.5325	Voronoi	100	"CA,ES,FR,EN"
42.509342	1.5338672	42.50777	1.5325	Voronoi	100	"CA,ES,FR,EN"
42.508347	1.5315113	42.50777	1.5325	Voronoi	100	"CA,ES,FR,EN"
42.506786	1.5332283	42.50777	1.5325	Voronoi	100	"CA,ES,FR,EN"
42.507103	1.5366772	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507896	1.5383083	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.50714	1.5433493	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507896	1.5359422	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507935	1.5389662	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.506706	1.5354992	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.508045	1.5415213	42.50723	1.5380555	Voronoi	100	"CA,ES,FR"
42.50732	1.5379273	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.508484	1.5402894	42.50723	1.5380555	Voronoi	100	"CA,ES,FR"
42.507744	1.5383133	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.50728	1.5366883	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.5075	1.5408512	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507717	1.5355784	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.508007	1.5376832	42.50723	1.5380555	Voronoi	100	"ES,FR,BE,EN,RU,PT,NE,GE"
42.50739	1.5410832	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507935	1.5383992	42.50723	1.5380555	Voronoi	100	"CA,ES,FR"
42.508125	1.5396543	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.50803	1.5393113	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.50802	1.5403954	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.50884	1.5393094	42.50723	1.5380555	Voronoi	100	"CA,ES,FR"
42.50717	1.5383564	42.50723	1.5380555	Voronoi	100	"CA,ES,EN"
42.50714	1.5433832	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507854	1.5392473	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507565	1.5416073	42.50723	1.5380555	Voronoi	100	"ES,FR,BE,EN,RU,PT,NE,GE"
42.507618	1.5410733	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.508263	1.5391343	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507454	1.5408294	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507935	1.5381204	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.508602	1.5395453	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507755	1.5388234	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507362	1.5367532	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.50796	1.5376843	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.50777	1.5358182	42.50723	1.5380555	Voronoi	100	"CA,ES"
42.507595	1.5387673	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.50802	1.5395473	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507103	1.5366772	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507896	1.5383083	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.50714	1.5433493	42.50723	1.5380555	Voronoi	100	"CA,ES,FR"
42.507896	1.5359422	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507935	1.5389662	42.50723	1.5380555	Voronoi	100	"CA,ES,FR"
42.506706	1.5354992	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.508045	1.5415213	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.50732	1.5379273	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.508484	1.5402894	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507744	1.5383133	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.50728	1.5366883	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.5075	1.5408512	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507717	1.5355784	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.508007	1.5376832	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.50739	1.5410832	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507935	1.5383992	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.508125	1.5396543	42.50723	1.5380555	Voronoi	100	"CA,ES,FR"
42.50803	1.5393113	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.50802	1.5403954	42.50723	1.5380555	Voronoi	100	"CA,ES,EN"
42.50884	1.5393094	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.50717	1.5383564	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.50714	1.5433832	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507854	1.5392473	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507565	1.5416073	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507618	1.5410733	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.508263	1.5391343	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507454	1.5408294	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507935	1.5381204	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.508602	1.5395453	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507755	1.5388234	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.507362	1.5367532	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.50796	1.5376843	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.50777	1.5358182	42.50723	1.5380555	Voronoi	100	"CA,ES,FR"
42.507595	1.5387673	42.50723	1.5380555	Voronoi	100	"CA,ES,FR,EN"
42.50802	1.5395473	42.50723	1.5380555	Voronoi	100	"CA,ES,FR"
42.50743	1.5252974	42.508347	1.5236111	Voronoi	100	"CA,ES,FR,EN"
42.507442	1.5273813	42.508347	1.5236111	Voronoi	100	"CA,ES,FR,EN"
42.50728	1.5247014	42.508347	1.5236111	Voronoi	100	"CA,ES,FR,EN"
42.507336	1.5276423	42.508347	1.5236111	Voronoi	100	"CA,ES,FR,EN"
42.50743	1.5276222	42.508347	1.5236111	Voronoi	100	"ES,FR,BE,EN,RU,PT,NE,GE"
42.50724	1.5260183	42.508347	1.5236111	Voronoi	100	"CA,ES,FR,EN"
42.507225	1.5272563	42.508347	1.5236111	Voronoi	100	"CA,ES,FR"
42.507362	1.5273081	42.508347	1.5236111	Voronoi	100	"CA,ES,FR,EN"
42.507416	1.5251243	42.508347	1.5236111	Voronoi	100	"CA,ES,FR,EN"
42.50725	1.5260953	42.508347	1.5236111	Voronoi	100	"CA,ES,FR,EN"
42.5074	1.5271933	42.508347	1.5236111	Voronoi	100	"CA,ES,FR"
42.50687	1.5253533	42.508347	1.5236111	Voronoi	100	"CA,ES,EN"
42.50743	1.5252974	42.508347	1.5236111	Voronoi	100	"CA,ES,FR,EN"
42.507442	1.5273813	42.508347	1.5236111	Voronoi	100	"CA,ES,FR,EN"
42.50728	1.5247014	42.508347	1.5236111	Voronoi	100	"ES,FR,BE,EN,RU,PT,NE,GE"
42.507336	1.5276423	42.508347	1.5236111	Voronoi	100	"CA,ES,FR,EN"
42.50743	1.5276222	42.508347	1.5236111	Voronoi	100	"CA,ES,FR,EN"
42.50724	1.5260183	42.508347	1.5236111	Voronoi	100	"CA,ES,FR,EN"
42.507225	1.5272563	42.508347	1.5236111	Voronoi	100	"CA,ES,FR,EN"
42.507362	1.5273081	42.508347	1.5236111	Voronoi	100	"CA,ES,FR,EN"
42.507416	1.5251243	42.508347	1.5236111	Voronoi	100	"CA,ES,FR,EN"
42.50725	1.5260953	42.508347	1.5236111	Voronoi	100	"CA,ES,FR,EN"
42.5074	1.5271933	42.508347	1.5236111	Voronoi	100	"CA,ES,FR,EN"
42.50687	1.5253533	42.508347	1.5236111	Voronoi	100	"CA,ES"
42.505234	1.5223231	42.506107	1.5208334	Voronoi	100	"CA,ES,FR,EN"
42.502663	1.5219712	42.506107	1.5208334	Voronoi	100	"CA,ES,FR,EN"
42.50453	1.5208362	42.506107	1.5208334	Voronoi	100	"CA,ES,FR,EN"
42.505478	1.5212543	42.506107	1.5208334	Voronoi	100	"CA,ES,FR,EN"
42.505802	1.5208232	42.506107	1.5208334	Voronoi	100	"CA,ES,FR"
42.50579	1.5208473	42.506107	1.5208334	Voronoi	100	"CA,ES,FR,EN"
42.504368	1.5199714	42.506107	1.5208334	Voronoi	100	"CA,ES,FR"
42.505234	1.5223231	42.506107	1.5208334	Voronoi	100	"CA,ES,FR,EN"
42.502663	1.5219712	42.506107	1.5208334	Voronoi	100	"CA,ES,FR,EN"
42.50453	1.5208362	42.506107	1.5208334	Voronoi	100	"CA,ES,FR,EN"
42.505478	1.5212543	42.506107	1.5208334	Voronoi	100	"CA,ES,FR,EN"
42.505802	1.5208232	42.506107	1.5208334	Voronoi	100	"CA,ES,FR,EN"
42.50579	1.5208473	42.506107	1.5208334	Voronoi	100	"CA,ES,FR,EN"
42.504368	1.5199714	42.506107	1.5208334	Voronoi	100	"CA,ES,FR,EN"
42.511566	1.5378083	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.509987	1.5444562	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.5081	1.5426053	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50796	1.5331553	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.510555	1.5421063	42.5114	1.5305556	Voronoi	100	"CA,ES,FR"
42.506336	1.5310773	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50892	1.5420314	42.5114	1.5305556	Voronoi	100	"CA,ES,EN"
42.509407	1.5340514	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.508114	1.5347512	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.507717	1.5337641	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.51008	1.5435923	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.507786	1.5323694	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.5055	1.5347832	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.508114	1.5426264	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.507046	1.5339693	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.51097	1.5397543	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.5085	1.5316563	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.507088	1.5343274	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.507378	1.5302124	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50686	1.5342152	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.509834	1.5436034	42.5114	1.5305556	Voronoi	100	"CA,ES,FR"
42.509407	1.5421681	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.508194	1.5416772	42.5114	1.5305556	Voronoi	100	"CA,ES,FR"
42.508347	1.5315654	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.509342	1.5338672	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.508347	1.5315113	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50851	1.5423671	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.508904	1.5420523	42.5114	1.5305556	Voronoi	100	"ES,FR,BE,EN,RU,PT,NE,GE"
42.50851	1.5456753	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50806	1.5424764	42.5114	1.5305556	Voronoi	100	"CA,ES,FR"
42.507675	1.5338701	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.510254	1.5384042	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.506977	1.5297953	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50688	1.5336013	42.5114	1.5305556	Voronoi	100	"CA,ES,FR"
42.51034	1.5428523	42.5114	1.5305556	Voronoi	100	"CA,ES,EN"
42.510216	1.5361263	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50646	1.5350403	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.506485	1.5342582	42.5114	1.5305556	Voronoi	100	"ES,FR,BE,EN,RU,PT,NE,GE"
42.508564	1.5421864	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.507008	1.5298293	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.506496	1.5336703	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.508823	1.5442232	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.5072	1.5350783	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.505802	1.5329704	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.507645	1.5295413	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.508537	1.5442363	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.506157	1.5312084	42.5114	1.5305556	Voronoi	100	"CA,ES"
42.508728	1.5324672	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.510464	1.5408403	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.506405	1.5324123	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50859	1.5417422	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50799	1.5316286	42.5114	1.5305556	Voronoi	100	"CA,ES,FR"
42.507607	1.5327564	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.507607	1.5327562	42.5114	1.5305556	Voronoi	100	"CA,ES,FR"
42.506218	1.5323663	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.508274	1.5311543	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.509193	1.5334972	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.508617	1.5418594	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50725	1.5291964	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.507336	1.5312483	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.510014	1.5445082	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.507088	1.5298753	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.508743	1.5469873	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50687	1.5335582	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.509495	1.5406263	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50855	1.5298382	42.5114	1.5305556	Voronoi	100	"CA,ES,FR"
42.50859	1.5468004	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50638	1.5342041	42.5114	1.5305556	Voronoi	100	"CA,ES,EN"
42.50613	1.5328841	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.510643	1.5399413	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.508263	1.5426542	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.505993	1.5330753	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.51091	1.5410433	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50967	1.5432264	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.506786	1.5332283	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.511566	1.5378083	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.509987	1.5444562	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.5081	1.5426053	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50796	1.5331553	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.510555	1.5421063	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.506336	1.5310773	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50892	1.5420314	42.5114	1.5305556	Voronoi	100	"CA,ES,FR"
42.509407	1.5340514	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.508114	1.5347512	42.5114	1.5305556	Voronoi	100	"CA,ES,FR"
42.507717	1.5337641	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.51008	1.5435923	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.507786	1.5323694	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.5055	1.5347832	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.508114	1.5426264	42.5114	1.5305556	Voronoi	100	"ES,FR,BE,EN,RU,PT,NE,GE"
42.507046	1.5339693	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.51097	1.5397543	42.5114	1.5305556	Voronoi	100	"CA,ES,FR"
42.5085	1.5316563	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.507088	1.5343274	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.507378	1.5302124	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50686	1.5342152	42.5114	1.5305556	Voronoi	100	"CA,ES,FR"
42.509834	1.5436034	42.5114	1.5305556	Voronoi	100	"CA,ES,EN"
42.509407	1.5421681	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.508194	1.5416772	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.508347	1.5315654	42.5114	1.5305556	Voronoi	100	"ES,FR,BE,EN,RU,PT,NE,GE"
42.509342	1.5338672	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.508347	1.5315113	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50851	1.5423671	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.508904	1.5420523	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50851	1.5456753	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50806	1.5424764	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.507675	1.5338701	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.510254	1.5384042	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.506977	1.5297953	42.5114	1.5305556	Voronoi	100	"CA,ES"
42.50688	1.5336013	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.51034	1.5428523	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.510216	1.5361263	42.5114	1.5305556	Voronoi	100	"CA,ES,FR,EN"
42.50646	1.5350403	42.5114	1.5305556	Voronoi	100	"ES,FR,BE,EN,RU,PT,NE,GE"
42.506485	1.5342582	42.5114	1.5305556	Voronoi	100	"ES,FR,BE,EN,RU,PT,NE,GE"
42.508564	1.5421864	42.5114	1.5305556	Voronoi	100	"ES,FR,BE,EN,RU,PT,NE,GE"
42.507008	1.5298293	42.5114	1.5305556	Voronoi	100	"ES,FR,BE,EN,RU,PT,NE,GE"
42.506496	1.5336703	42.5114	1.5305556	Voronoi	100	"ES,FR,BE,EN,RU,PT,NE,GE"
42.508823	1.5442232	42.5114	1.5305556	Voronoi	100	"ES,FR,BE,EN,RU,PT,NE,GE"
42.5072	1.5350783	42.5114	1.5305556	Voronoi	100	"ES,FR,BE,EN,RU,PT,NE,GE"
42.505802	1.5329704	42.5114	1.5305556	Voronoi	100	"ES,FR,BE,EN,RU,PT,NE,GE"
42.507645	1.5295413	42.5114	1.5305556	Voronoi	100	"ES,FR,BE,EN,RU,PT,NE,GE"
42.508537	1.5442363	42.5114	1.5305556	Voronoi	100	"ES,FR,BE,EN,RU,PT,NE,GE"
42.506157	1.5312084	42.5114	1.5305556	Voronoi	100	"ES,FR,BE,EN,RU,PT,NE,GE"
42.508728	1.5324672	42.5114	1.5305556	Voronoi	100	"ES,FR,BE,EN,RU,PT,NE,GE"
